miRNA,Gene,Disease,Score-m-g,Score-g-d
hsa-miR-4770,PHF6,Borjeson-Forssman-Lehmann syndrome,93.4056,100.0
hsa-miR-4776-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,92.74879678608,100.0
hsa-miR-4780,PHF6,Borjeson-Forssman-Lehmann syndrome,90.01847,100.0
hsa-miR-4799-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,98.0267960148942,100.0
hsa-miR-495-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,92.1856373564883,100.0
hsa-miR-498-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.9129,100.0
hsa-miR-512-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,85.498390828,100.0
hsa-miR-518a-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,80.1806222125,100.0
hsa-miR-526b-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.1973018633,100.0
hsa-miR-527,PHF6,Borjeson-Forssman-Lehmann syndrome,80.1806222125,100.0
hsa-miR-548a-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,82.8188466449727,100.0
hsa-miR-548ar-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.3401979777022,100.0
hsa-miR-548at-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.8285256794176,100.0
hsa-miR-548az-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.0059249265985,100.0
hsa-miR-548bc,PHF6,Borjeson-Forssman-Lehmann syndrome,84.0059249265985,100.0
hsa-miR-548c-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,92.6255831256905,100.0
hsa-miR-548e-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.0059249265985,100.0
hsa-miR-548e-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,81.9204229932419,100.0
hsa-miR-548f-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.0059249265985,100.0
hsa-miR-5587-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,87.1158,100.0
hsa-miR-5590-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,90.03008,100.0
hsa-miR-561-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,91.6762776448,100.0
hsa-miR-5680,PHF6,Borjeson-Forssman-Lehmann syndrome,80.9033808785,100.0
hsa-miR-5688,PHF6,Borjeson-Forssman-Lehmann syndrome,93.9742895631135,100.0
hsa-miR-5696,PHF6,Borjeson-Forssman-Lehmann syndrome,93.5963913105,100.0
hsa-miR-570-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,96.8257725444481,100.0
hsa-miR-582-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.9418896052,100.0
hsa-miR-603,PHF6,Borjeson-Forssman-Lehmann syndrome,81.67905454,100.0
hsa-miR-6088,PHF6,Borjeson-Forssman-Lehmann syndrome,93.73671,100.0
hsa-miR-613,PHF6,Borjeson-Forssman-Lehmann syndrome,87.9634,100.0
hsa-miR-623,PHF6,Borjeson-Forssman-Lehmann syndrome,90.10115,100.0
hsa-miR-6504-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,90.13953,100.0
hsa-miR-651-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,93.7596686126469,100.0
hsa-miR-6718-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,92.66028,100.0
hsa-miR-6759-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.2386,100.0
hsa-miR-676-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,94.1904894025,100.0
hsa-miR-6768-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.8576413181,100.0
hsa-miR-6868-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,93.86891,100.0
hsa-miR-6885-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,90.02355,100.0
hsa-miR-7157-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.2442494108,100.0
hsa-miR-761,PHF6,Borjeson-Forssman-Lehmann syndrome,84.7859,100.0
hsa-miR-8063,PHF6,Borjeson-Forssman-Lehmann syndrome,90.2256067937746,100.0
hsa-miR-8069,PHF6,Borjeson-Forssman-Lehmann syndrome,83.1139,100.0
hsa-miR-8485,PHF6,Borjeson-Forssman-Lehmann syndrome,82.4564855259,100.0
hsa-miR-873-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,97.7757452208161,100.0
hsa-miR-885-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.2908998064,100.0
hsa-miR-889-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,98.3339332982434,100.0
hsa-miR-892c-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,90.037027149,100.0
hsa-miR-9902,PHF6,Borjeson-Forssman-Lehmann syndrome,86.6536945258516,100.0
hsa-miR-12117,PHF6,Borjeson-Forssman-Lehmann syndrome,80.315,100.0
hsa-miR-1244,PHF6,Borjeson-Forssman-Lehmann syndrome,94.97375918544,100.0
hsa-miR-128-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,91.6599493333314,100.0
hsa-miR-1297,PHF6,Borjeson-Forssman-Lehmann syndrome,88.1825617432,100.0
hsa-miR-143-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,88.5611,100.0
hsa-miR-153-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.6257249998874,100.0
hsa-miR-183-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,82.2738,100.0
hsa-miR-186-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,89.4110676127345,100.0
hsa-miR-203a-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,93.2156300984,100.0
hsa-miR-203b-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,82.3632,100.0
hsa-miR-214-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,85.2475,100.0
hsa-miR-216a-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,91.6599493333314,100.0
hsa-miR-2682-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,88.0243,100.0
hsa-miR-26a-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,81.1075222345,100.0
hsa-miR-26b-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,81.1075222345,100.0
hsa-miR-3133,PHF6,Borjeson-Forssman-Lehmann syndrome,80.1736660306,100.0
hsa-miR-335-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.4783815674,100.0
hsa-miR-34b-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,89.4865,100.0
hsa-miR-3613-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,81.4730280563187,100.0
hsa-miR-3619-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.5715,100.0
hsa-miR-3662,PHF6,Borjeson-Forssman-Lehmann syndrome,85.5823063734043,100.0
hsa-miR-3681-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,91.6599493333314,100.0
hsa-miR-377-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,89.8581,100.0
hsa-miR-4477b,PHF6,Borjeson-Forssman-Lehmann syndrome,83.8174453985,100.0
hsa-miR-4495,PHF6,Borjeson-Forssman-Lehmann syndrome,81.6369165676,100.0
hsa-miR-449c-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,89.4865,100.0
hsa-miR-452-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,81.9011775562,100.0
hsa-miR-455-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,88.1885,100.0
hsa-miR-4676-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,80.550472868,100.0
hsa-miR-4729,PHF6,Borjeson-Forssman-Lehmann syndrome,81.0785,100.0
hsa-miR-4770,PHF6,Borjeson-Forssman-Lehmann syndrome,88.5611,100.0
hsa-miR-4776-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,87.62504623,100.0
hsa-miR-4780,PHF6,Borjeson-Forssman-Lehmann syndrome,87.9359,100.0
hsa-miR-4799-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,98.1300499688928,100.0
hsa-miR-495-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,93.8405720227961,100.0
hsa-miR-512-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,87.2808244344,100.0
hsa-miR-518a-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,80.7296370547,100.0
hsa-miR-527,PHF6,Borjeson-Forssman-Lehmann syndrome,80.7296370547,100.0
hsa-miR-548at-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,86.6060816995482,100.0
hsa-miR-548c-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.6211086116593,100.0
hsa-miR-5590-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,90.41278,100.0
hsa-miR-561-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,92.1120356805,100.0
hsa-miR-5680,PHF6,Borjeson-Forssman-Lehmann syndrome,81.5542076714,100.0
hsa-miR-5688,PHF6,Borjeson-Forssman-Lehmann syndrome,95.2231375191591,100.0
hsa-miR-570-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,95.9986788422019,100.0
hsa-miR-6088,PHF6,Borjeson-Forssman-Lehmann syndrome,88.4512,100.0
hsa-miR-6501-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,87.0662,100.0
hsa-miR-651-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,94.1392706041312,100.0
hsa-miR-6718-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,82.3632,100.0
hsa-miR-6759-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,83.538,100.0
hsa-miR-6768-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,84.9184139812,100.0
hsa-miR-6868-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,88.9161,100.0
hsa-miR-6885-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,90.4811163642,100.0
hsa-miR-761,PHF6,Borjeson-Forssman-Lehmann syndrome,85.2475,100.0
hsa-miR-8069,PHF6,Borjeson-Forssman-Lehmann syndrome,83.6073,100.0
hsa-miR-873-5p,PHF6,Borjeson-Forssman-Lehmann syndrome,98.5537937267135,100.0
hsa-miR-889-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,96.5817952089278,100.0
hsa-miR-892c-3p,PHF6,Borjeson-Forssman-Lehmann syndrome,80.550472868,100.0
hsa-miR-9902,PHF6,Borjeson-Forssman-Lehmann syndrome,87.5160016037579,100.0
hsa-miR-1-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,86.3959,92.0
hsa-miR-1250-3p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,89.0744,92.0
hsa-miR-1304-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,81.4121,92.0
hsa-miR-3606-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,85.3678,92.0
hsa-miR-374c-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,81.814,92.0
hsa-miR-4441,GNPAT,Rhizomelic chondrodysplasia punctata type 2,83.7261,92.0
hsa-miR-561-3p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,89.2647119695,92.0
hsa-miR-655-3p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,81.814,92.0
hsa-miR-92a-2-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,90.6106,92.0
hsa-miR-1-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,86.3959,92.0
hsa-miR-1250-3p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,89.0744,92.0
hsa-miR-1304-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,81.4121,92.0
hsa-miR-3606-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,85.3678,92.0
hsa-miR-374c-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,81.814,92.0
hsa-miR-4441,GNPAT,Rhizomelic chondrodysplasia punctata type 2,83.7261,92.0
hsa-miR-561-3p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,97.28052828427,92.0
hsa-miR-655-3p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,81.814,92.0
hsa-miR-92a-2-5p,GNPAT,Rhizomelic chondrodysplasia punctata type 2,90.6106,92.0
hsa-miR-1-5p,FUCA1,Fucosidase Deficiency Disease,89.8589,100.0
hsa-miR-1250-3p,FUCA1,Fucosidase Deficiency Disease,87.4025,100.0
hsa-miR-133a-3p,FUCA1,Fucosidase Deficiency Disease,86.9525,100.0
hsa-miR-133b,FUCA1,Fucosidase Deficiency Disease,86.9525,100.0
hsa-miR-3935,FUCA1,Fucosidase Deficiency Disease,80.7721,100.0
hsa-miR-4516,FUCA1,Fucosidase Deficiency Disease,84.3739,100.0
hsa-miR-4650-3p,FUCA1,Fucosidase Deficiency Disease,87.0707,100.0
hsa-miR-548an,FUCA1,Fucosidase Deficiency Disease,82.7964,100.0
hsa-miR-5680,FUCA1,Fucosidase Deficiency Disease,91.60616,100.0
hsa-miR-5691,FUCA1,Fucosidase Deficiency Disease,86.1589,100.0
hsa-miR-584-3p,FUCA1,Fucosidase Deficiency Disease,91.6703347968,100.0
hsa-miR-6805-3p,FUCA1,Fucosidase Deficiency Disease,86.1589,100.0
hsa-miR-1-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,82.2065416576,100.0
hsa-miR-101-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,87.6553,100.0
hsa-miR-10393-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.13007812665,100.0
hsa-miR-106a-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-106b-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-1183,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.4934,100.0
hsa-miR-17-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,91.47301,100.0
hsa-miR-17-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-20a-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-20b-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-302a-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-302b-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-302c-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-302d-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-302e,SLC40A1,HEMOCHROMATOSIS TYPE 4,94.8105729264,100.0
hsa-miR-372-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-373-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,91.1175245351,100.0
hsa-miR-4659a-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,86.2214564805,100.0
hsa-miR-4659b-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,86.2214564805,100.0
hsa-miR-4680-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,86.6761921403,100.0
hsa-miR-4698,SLC40A1,HEMOCHROMATOSIS TYPE 4,82.0069082464,100.0
hsa-miR-485-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,88.9675420866,100.0
hsa-miR-519a-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,84.9429,100.0
hsa-miR-519b-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,84.9429,100.0
hsa-miR-519c-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,84.9429,100.0
hsa-miR-519d-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-520a-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-520b-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-520c-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-520d-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-520d-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,94.70282837427,100.0
hsa-miR-520e-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.1650712413,100.0
hsa-miR-524-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,94.70282837427,100.0
hsa-miR-526b-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,98.73561471286,100.0
hsa-miR-539-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,90.1595095038,100.0
hsa-miR-553,SLC40A1,HEMOCHROMATOSIS TYPE 4,85.2791,100.0
hsa-miR-5680,SLC40A1,HEMOCHROMATOSIS TYPE 4,92.339754002,100.0
hsa-miR-5681a,SLC40A1,HEMOCHROMATOSIS TYPE 4,89.265,100.0
hsa-miR-628-3p,SLC40A1,HEMOCHROMATOSIS TYPE 4,94.33423512608,100.0
hsa-miR-6818-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,80.1442,100.0
hsa-miR-6826-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,84.6871,100.0
hsa-miR-8063,SLC40A1,HEMOCHROMATOSIS TYPE 4,82.0069082464,100.0
hsa-miR-93-5p,SLC40A1,HEMOCHROMATOSIS TYPE 4,99.4525725255,100.0
hsa-miR-1-5p,RP1,RETINITIS PIGMENTOSA 1,89.084,90.0
hsa-miR-153-5p,RP1,RETINITIS PIGMENTOSA 1,81.3294554242,90.0
hsa-miR-199a-3p,RP1,RETINITIS PIGMENTOSA 1,87.0609,90.0
hsa-miR-199b-3p,RP1,RETINITIS PIGMENTOSA 1,87.0609,90.0
hsa-miR-3129-5p,RP1,RETINITIS PIGMENTOSA 1,87.0609,90.0
hsa-miR-3148,RP1,RETINITIS PIGMENTOSA 1,97.3429959327774,90.0
hsa-miR-3613-3p,RP1,RETINITIS PIGMENTOSA 1,82.0545638820754,90.0
hsa-miR-3662,RP1,RETINITIS PIGMENTOSA 1,85.3892,90.0
hsa-miR-4440,RP1,RETINITIS PIGMENTOSA 1,89.933,90.0
hsa-miR-4668-5p,RP1,RETINITIS PIGMENTOSA 1,82.7877,90.0
hsa-miR-518d-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-518e-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-518f-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-519a-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-519b-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-519c-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-520c-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-522-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-523-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-526a-5p,RP1,RETINITIS PIGMENTOSA 1,87.0084,90.0
hsa-miR-5585-5p,RP1,RETINITIS PIGMENTOSA 1,86.3408,90.0
hsa-miR-100-3p,FBN2,Congenital contractural arachnodactyly,92.24144,100.0
hsa-miR-101-3p,FBN2,Congenital contractural arachnodactyly,99.6977772209961,100.0
hsa-miR-10522-5p,FBN2,Congenital contractural arachnodactyly,88.8912,100.0
hsa-miR-1207-3p,FBN2,Congenital contractural arachnodactyly,91.72338256,100.0
hsa-miR-12132,FBN2,Congenital contractural arachnodactyly,86.4414,100.0
hsa-miR-1253,FBN2,Congenital contractural arachnodactyly,95.16257887005,100.0
hsa-miR-1277-5p,FBN2,Congenital contractural arachnodactyly,91.9244,100.0
hsa-miR-1290,FBN2,Congenital contractural arachnodactyly,90.80333,100.0
hsa-miR-139-5p,FBN2,Congenital contractural arachnodactyly,99.0847102344385,100.0
hsa-miR-144-3p,FBN2,Congenital contractural arachnodactyly,99.1142341078943,100.0
hsa-miR-16-1-3p,FBN2,Congenital contractural arachnodactyly,84.5599,100.0
hsa-miR-204-5p,FBN2,Congenital contractural arachnodactyly,99.03557932892,100.0
hsa-miR-20a-3p,FBN2,Congenital contractural arachnodactyly,91.2873495925,100.0
hsa-miR-211-5p,FBN2,Congenital contractural arachnodactyly,99.03557932892,100.0
hsa-miR-2113,FBN2,Congenital contractural arachnodactyly,96.49634843211,100.0
hsa-miR-217-5p,FBN2,Congenital contractural arachnodactyly,91.59017,100.0
hsa-miR-23a-3p,FBN2,Congenital contractural arachnodactyly,86.9581696816,100.0
hsa-miR-23b-3p,FBN2,Congenital contractural arachnodactyly,86.9581696816,100.0
hsa-miR-23c,FBN2,Congenital contractural arachnodactyly,86.9581696816,100.0
hsa-miR-3059-5p,FBN2,Congenital contractural arachnodactyly,91.0639373185,100.0
hsa-miR-3148,FBN2,Congenital contractural arachnodactyly,93.9593,100.0
hsa-miR-3163,FBN2,Congenital contractural arachnodactyly,83.1695225868,100.0
hsa-miR-3187-3p,FBN2,Congenital contractural arachnodactyly,95.6074141936,100.0
hsa-miR-3662,FBN2,Congenital contractural arachnodactyly,96.75220931428,100.0
hsa-miR-372-5p,FBN2,Congenital contractural arachnodactyly,93.6161194855,100.0
hsa-miR-377-5p,FBN2,Congenital contractural arachnodactyly,85.2967595768,100.0
hsa-miR-3940-5p,FBN2,Congenital contractural arachnodactyly,81.9804,100.0
hsa-miR-4274,FBN2,Congenital contractural arachnodactyly,83.4662,100.0
hsa-miR-4446-5p,FBN2,Congenital contractural arachnodactyly,87.542,100.0
hsa-miR-4507,FBN2,Congenital contractural arachnodactyly,81.9804,100.0
hsa-miR-4670-3p,FBN2,Congenital contractural arachnodactyly,92.3938,100.0
hsa-miR-4739,FBN2,Congenital contractural arachnodactyly,80.607,100.0
hsa-miR-4744,FBN2,Congenital contractural arachnodactyly,91.19304,100.0
hsa-miR-4755-5p,FBN2,Congenital contractural arachnodactyly,98.04268730764,100.0
hsa-miR-4795-3p,FBN2,Congenital contractural arachnodactyly,80.4575877498,100.0
hsa-miR-485-3p,FBN2,Congenital contractural arachnodactyly,92.12529,100.0
hsa-miR-498-3p,FBN2,Congenital contractural arachnodactyly,85.1766,100.0
hsa-miR-5006-3p,FBN2,Congenital contractural arachnodactyly,98.04268730764,100.0
hsa-miR-501-3p,FBN2,Congenital contractural arachnodactyly,96.71758,100.0
hsa-miR-502-3p,FBN2,Congenital contractural arachnodactyly,96.71758,100.0
hsa-miR-539-3p,FBN2,Congenital contractural arachnodactyly,92.12529,100.0
hsa-miR-548aa,FBN2,Congenital contractural arachnodactyly,95.9462263489919,100.0
hsa-miR-548ap-3p,FBN2,Congenital contractural arachnodactyly,95.9462263489919,100.0
hsa-miR-548p,FBN2,Congenital contractural arachnodactyly,85.2537,100.0
hsa-miR-548t-3p,FBN2,Congenital contractural arachnodactyly,95.9462263489919,100.0
hsa-miR-548v,FBN2,Congenital contractural arachnodactyly,85.2035,100.0
hsa-miR-558,FBN2,Congenital contractural arachnodactyly,87.2537,100.0
hsa-miR-6086,FBN2,Congenital contractural arachnodactyly,89.8376224602,100.0
hsa-miR-623,FBN2,Congenital contractural arachnodactyly,90.3453015368,100.0
hsa-miR-647,FBN2,Congenital contractural arachnodactyly,83.6632,100.0
hsa-miR-655-5p,FBN2,Congenital contractural arachnodactyly,94.98242821032,100.0
hsa-miR-670-3p,FBN2,Congenital contractural arachnodactyly,85.9927732715,100.0
hsa-miR-6770-5p,FBN2,Congenital contractural arachnodactyly,90.0647894048,100.0
hsa-miR-6807-3p,FBN2,Congenital contractural arachnodactyly,91.13246,100.0
hsa-miR-6832-3p,FBN2,Congenital contractural arachnodactyly,94.1789928925,100.0
hsa-miR-6835-3p,FBN2,Congenital contractural arachnodactyly,86.6773991,100.0
hsa-miR-6854-5p,FBN2,Congenital contractural arachnodactyly,92.30008,100.0
hsa-miR-6881-3p,FBN2,Congenital contractural arachnodactyly,83.6312,100.0
hsa-miR-6882-3p,FBN2,Congenital contractural arachnodactyly,87.9793,100.0
hsa-miR-7106-5p,FBN2,Congenital contractural arachnodactyly,87.8231,100.0
hsa-miR-767-5p,FBN2,Congenital contractural arachnodactyly,91.97323,100.0
hsa-miR-7705,FBN2,Congenital contractural arachnodactyly,85.0529,100.0
hsa-miR-9-5p,FBN2,Congenital contractural arachnodactyly,93.105403838,100.0
hsa-miR-100-5p,FGFR3,Achondroplasia,85.2008,100.0
hsa-miR-100-5p,FGFR3,Muenke Syndrome,85.2008,100.0
hsa-miR-1291,FGFR3,Achondroplasia,80.9367151329,100.0
hsa-miR-1291,FGFR3,Muenke Syndrome,80.9367151329,100.0
hsa-miR-1306-5p,FGFR3,Achondroplasia,80.6928,100.0
hsa-miR-1306-5p,FGFR3,Muenke Syndrome,80.6928,100.0
hsa-miR-138-2-3p,FGFR3,Achondroplasia,84.2543,100.0
hsa-miR-138-2-3p,FGFR3,Muenke Syndrome,84.2543,100.0
hsa-miR-190a-3p,FGFR3,Achondroplasia,99.9995563066031,100.0
hsa-miR-190a-3p,FGFR3,Muenke Syndrome,99.9995563066031,100.0
hsa-miR-3680-3p,FGFR3,Achondroplasia,91.21851,100.0
hsa-miR-3680-3p,FGFR3,Muenke Syndrome,91.21851,100.0
hsa-miR-5011-5p,FGFR3,Achondroplasia,99.9998498651142,100.0
hsa-miR-5011-5p,FGFR3,Muenke Syndrome,99.9998498651142,100.0
hsa-miR-548ae-3p,FGFR3,Achondroplasia,83.556,100.0
hsa-miR-548ae-3p,FGFR3,Muenke Syndrome,83.556,100.0
hsa-miR-548ah-3p,FGFR3,Achondroplasia,81.2229,100.0
hsa-miR-548ah-3p,FGFR3,Muenke Syndrome,81.2229,100.0
hsa-miR-548aj-3p,FGFR3,Achondroplasia,84.6752,100.0
hsa-miR-548aj-3p,FGFR3,Muenke Syndrome,84.6752,100.0
hsa-miR-548am-3p,FGFR3,Achondroplasia,81.2229,100.0
hsa-miR-548am-3p,FGFR3,Muenke Syndrome,81.2229,100.0
hsa-miR-548aq-3p,FGFR3,Achondroplasia,83.556,100.0
hsa-miR-548aq-3p,FGFR3,Muenke Syndrome,83.556,100.0
hsa-miR-548j-3p,FGFR3,Achondroplasia,81.2229,100.0
hsa-miR-548j-3p,FGFR3,Muenke Syndrome,81.2229,100.0
hsa-miR-548x-3p,FGFR3,Achondroplasia,84.6752,100.0
hsa-miR-548x-3p,FGFR3,Muenke Syndrome,84.6752,100.0
hsa-miR-6756-5p,FGFR3,Achondroplasia,89.2535988023203,100.0
hsa-miR-6756-5p,FGFR3,Muenke Syndrome,89.2535988023203,100.0
hsa-miR-6766-5p,FGFR3,Achondroplasia,89.2742067951502,100.0
hsa-miR-6766-5p,FGFR3,Muenke Syndrome,89.2742067951502,100.0
hsa-miR-6787-3p,FGFR3,Achondroplasia,81.7271,100.0
hsa-miR-6787-3p,FGFR3,Muenke Syndrome,81.7271,100.0
hsa-miR-8485,FGFR3,Achondroplasia,95.1006206578926,100.0
hsa-miR-8485,FGFR3,Muenke Syndrome,95.1006206578926,100.0
hsa-miR-95-5p,FGFR3,Achondroplasia,96.5939957908,100.0
hsa-miR-95-5p,FGFR3,Muenke Syndrome,96.5939957908,100.0
hsa-miR-9900,FGFR3,Achondroplasia,80.6875,100.0
hsa-miR-9900,FGFR3,Muenke Syndrome,80.6875,100.0
hsa-miR-99a-5p,FGFR3,Achondroplasia,85.2008,100.0
hsa-miR-99a-5p,FGFR3,Muenke Syndrome,85.2008,100.0
hsa-miR-99b-5p,FGFR3,Achondroplasia,85.2008,100.0
hsa-miR-99b-5p,FGFR3,Muenke Syndrome,85.2008,100.0
